YEAR;ESCALA;COUNTRY
2008;6.6;KYRGYZSTAN
2008;6.3;CHINA
2008;5.7;RUSSIA
2008;6.4;PAKISTAN
2008;6.4;PAKISTAN
2008;6.3;CHINA
2008;7.3;INDONESIA
2008;6.1;PANAMA
2008;4.1;CZECH REPUBLIC
2008;5.4;IRAN
2008;4.5;CHINA
2008;4.1;ARGENTINA
2008;4.7;MYANMAR (BURMA)
2008;4.8;CHINA
2008;5.8;AFGHANISTAN
2009;7.6;INDONESIA
2009;7.3;INDONESIA
2009;6.1;COSTA RICA
2009;7.4;RUSSIA
2009;4.6;PERU
2009;7.2;INDONESIA
2009;5.4;PAKISTAN
2009;5.5;CHINA
2009;7.6;TONGA
2009;4.1;INDIA
2009;4.4;NICARAGUA
2009;6.3;ITALY
2009;5.5;ITALY
2009;5.2;INDIA
2009;5.4;AFGHANISTAN
2009;4.6;SAUDI ARABIA
2009;5.7;SAUDI ARABIA
2009;4.9;INDIA
2009;5.3;MACEDONIA
2009;7.3;HONDURAS
2009;5.7;VANUATU
2009;6.3;VANUATU
2009;5.4;KAZAKHSTAN
2009;6.0;PANAMA
2009;5.7;CHINA
2009;7.8;NEW ZEALAND
2009;5.8;CHINA
2009;3.4;CHINA
2009;7.5;INDIA
2009;6.4;JAPAN
2009;6.7;INDONESIA
2009;6.2;CHINA
2009;5.2;MYANMAR (BURMA)
2009;7.0;INDONESIA
2009;6.0;GEORGIA
2009;6.3;VENEZUELA
2009;5.7;PHILIPPINES
2009;5.7;INDONESIA
2009;6.1;BHUTAN
2009;3.1;AUSTRALIA
2009;8.1;SAMOA
2009;7.5;INDONESIA
2009;6.6;INDONESIA
2009;7.6;VANUATU
2009;7.8;SOLOMON ISLANDS
2009;5.4;ECUADOR
2009;6.1;AFGHANISTAN
2009;5.3;BHUTAN
2009;4.9;CHINA
2009;5.1;IRAN
2009;6.6;INDONESIA
2009;5.4;VENEZUELA
2009;3.5;SOUTH AFRICA
2009;5.9;MALAWI
2009;5.1;INDIA
2009;4.9;JAPAN
2009;6.4;TAIWAN
2009;6.0;MALAWI
2009;5.9;MEXICO
2009;5.2;BHUTAN
2010;5.1;TAJIKISTAN
2010;6.6;SOLOMON ISLANDS
2010;7.1;SOLOMON ISLANDS
2010;6.8;SOLOMON ISLANDS
2010;5.1;INDONESIA
2010;6.5;USA
2010;7.0;HAITI
2010;5.5;VENEZUELA
2010;5.0;IRAN
2010;4.4;CHINA
2010;4.7;CHINA
2010;4.8;CHINA
2010;7.0;JAPAN
2010;8.8;CHILE
2010;6.3;ARGENTINA
2010;6.3;TAIWAN
2010;6.1;TURKEY
2010;6.9;CHILE
2010;6.7;INDIA
2010;7.2;MEXICO
2010;7.8;INDONESIA
2010;6.9;CHINA
2010;5.6;AFGHANISTAN
2010;5.2;AUSTRALIA
2010;4.5;INDIA
2010;6.2;PERU
2010;7.2;INDONESIA
2010;5.2;ALGERIA
2010;5.8;USA TERRITORY
2010;4.4;USA TERRITORY
2010;7.5;INDIA
2010;5.8;USA
2010;7.0;INDONESIA
2010;5.9;INDIA
2010;5.2;INDIA
2010;5.2;CANADA
2010;6.2;MEXICO
2010;5.8;IRAN
2010;7.6;PHILIPPINES
2010;5.4;IRAN
2010;7.2;VANUATU
2010;7.1;ECUADOR
2010;6.9;USA TERRITORY
2010;5.7;IRAN
2010;4.9;CHINA
2010;7.0;NEW ZEALAND
2010;5.0;NEW ZEALAND
2010;5.1;NEW ZEALAND
2010;5.0;NEW ZEALAND
2010;4.8;BANGLADESH
2010;5.8;IRAN
2010;5.2;PAKISTAN
2010;7.8;INDONESIA
2010;5.5;SERBIA AND MONTENEGRO
2010;4.9;IRAN
2010;4.7;PAKISTAN
2010;5.1;ETHIOPIA
2010;3.7;USA
2010;6.5;IRAN
2010;7.4;JAPAN
2010;7.3;VANUATU
2010;4.5;NEW ZEALAND
2011;4.5;IRAN
2011;6.5;VANUATU
2011;7.2;PAKISTAN
2011;4.8;CHINA
2011;6.3;MYANMAR (BURMA)
2011;6.8;CHILE
2011;3.1;USA
2011;6.1;NEW ZEALAND
2011;5.5;PHILIPPINES
2011;7.5;JAPAN
2011;5.5;CHINA
2011;9.1;JAPAN
2011;7.9;JAPAN
2011;7.6;JAPAN
2011;6.8;MYANMAR (BURMA)
2011;5.4;NEPAL
2011;7.1;JAPAN
2011;5.1;CHINA
2011;6.6;JAPAN
2011;6.1;INDONESIA
2011;5.1;SPAIN
2011;4.3;TURKEY
2011;5.3;CHINA
2011;6.0;NEW ZEALAND
2011;5.3;CHINA
2011;7.3;USA
2011;5.3;CHINA
2011;7.6;KERMADEC ISLANDS (NEW ZEALAND)
2011;7.0;JAPAN
2011;6.1;UZBEKISTAN
2011;5.0;CHINA
2011;5.7;CHINA
2011;7.1;VANUATU
2011;7.0;VANUATU
2011;5.4;USA
2011;5.8;USA
2011;6.8;USA
2011;6.7;INDONESIA
2011;4.3;INDIA
2011;6.9;INDIA
2011;5.6;GUATEMALA
2011;5.0;INDIA
2011;7.4;KERMADEC ISLANDS (NEW ZEALAND)
2011;7.1;TURKEY
2011;6.9;PERU
2011;3.5;INDIA
2011;4.0;ECUADOR
2011;5.6;CHINA
2011;5.7;USA
2011;5.0;PHILIPPINES
2011;5.0;USA
2011;5.7;TURKEY
2011;5.8;INDIA
2011;5.1;EL SALVADOR
2011;5.3;CHINA
2011;5.3;NEW ZEALAND
2011;6.4;MEXICO
2011;5.8;NEW ZEALAND
2011;6.7;RUSSIA
2012;5.3;IRAN
2012;6.4;PERU
2012;7.0;VANUATU
2012;6.7;PHILIPPINES
2012;5.9;TAIWAN
2012;5.2;IRAN
2012;5.6;PHILIPPINES
2012;6.9;JAPAN
2012;5.8;PHILIPPINES
2012;7.4;MEXICO
2012;7.2;CHILE
2012;8.6;INDONESIA
2012;8.2;INDONESIA
2012;6.3;VANUATU
2012;6.7;CHILE
2012;5.4;IRAN
2012;5.7;AZERBAIJAN
2012;5.4;INDIA
2012;5.7;TAJIKISTAN
2012;6.3;CHILE
2012;4.1;BRAZIL
2012;6.1;ITALY
2012;5.1;ITALY
2012;5.6;BULGARIA
2012;5.9;ITALY
2012;5.8;INDONESIA
2012;6.1;TURKEY
2012;5.8;AFGHANISTAN
2012;5.3;TURKEY
2012;5.5;CHINA
2012;6.3;CHINA
2012;4.9;CHINA
2012;6.5;INDONESIA
2012;6.4;SOLOMON ISLANDS
2012;6.5;IRAN
2012;7.7;RUSSIA
2012;6.3;INDONESIA
2012;7.3;NICARAGUA
2012;7.6;PHILIPPINES
2012;7.6;COSTA RICA
2012;5.6;CHINA
2012;5.0;INDIA
2012;7.7;CANADA
2012;7.3;GUATEMALA
2012;6.8;MYANMAR (BURMA)
2012;5.1;CHINA
2012;5.7;IRAN
2012;7.2;JAPAN
2013;7.5;USA
2013;6.1;INDONESIA
2013;7.9;SOLOMON ISLANDS
2013;7.0;SOLOMON ISLANDS
2013;7.0;COLOMBIA
2013;4.2;RUSSIA
2013;4.9;CHINA
2013;5.3;PERU
2013;5.4;CHINA
2013;5.1;CHINA
2013;6.0;TAIWAN
2013;6.3;IRAN
2013;5.4;HONDURAS
2013;5.8;JAPAN
2013;7.7;IRAN
2013;5.8;JAPAN
2013;2.1;USA
2013;7.2;RUSSIA
2013;6.6;CHINA
2013;5.5;AFGHANISTAN
2013;5.7;INDIA
2013;6.1;IRAN
2013;4.9;ALGERIA
2013;8.3;RUSSIA
2013;5.7;PHILIPPINES
2013;6.3;TAIWAN
2013;5.3;RUSSIA
2013;5.1;INDONESIA
2013;6.1;INDONESIA
2013;5.7;INDONESIA
2013;4.8;ALGERIA
2013;6.5;NEW ZEALAND
2013;6.0;CHINA
2013;5.1;GREECE
2013;6.5;NEW ZEALAND
2013;6.2;MEXICO
2013;5.8;CHINA
2013;6.6;GUATEMALA
2013;7.7;PAKISTAN
2013;7.0;PERU
2013;6.8;PAKISTAN
2013;6.4;GREECE
2013;7.1;PHILIPPINES
2013;5.3;INDONESIA
2013;7.1;JAPAN
2013;7.8;ANTARCTICA
2013;5.6;IRAN
2014;5.3;IRAN
2014;6.4;USA TERRITORY
2014;6.2;NEW ZEALAND
2014;6.1;INDONESIA
2014;6.1;GREECE
2014;5.3;IRAN
2014;6.1;GREECE
2014;6.9;CHINA
2014;4.5;AUSTRALIA
2014;6.3;JAPAN
2014;6.7;CHILE
2014;5.1;USA
2014;8.2;CHILE
2014;7.6;CHILE
2014;5.4;CHINA
2014;6.1;NICARAGUA
2014;7.6;SOLOMON ISLANDS
2014;7.4;SOLOMON ISLANDS
2014;5.1;NICARAGUA
2014;7.2;MEXICO
2014;7.5;PAPUA NEW GUINEA
2014;6.0;THAILAND
2014;6.4;MEXICO
2014;4.5;PAKISTAN
2014;4.1;GERMANY
2014;5.1;ALBANIA
2014;6.9;GREECE
2014;5.9;CHINA
2014;6.9;NEW ZEALAND
2014;7.9;USA
2014;6.9;MEXICO
2014;6.5;JAPAN
2014;6.1;USA
2014;6.3;MEXICO
2014;5.6;ALGERIA
2014;6.1;CHINA
2014;5.3;SOUTH AFRICA
2014;5.1;ECUADOR
2014;5.1;CHINA
2014;6.2;IRAN
2014;6.0;USA
2014;5.2;PHILIPPINES
2014;4.9;PERU
2014;6.0;CHINA
2014;7.1;CHILE
2014;7.3;EL SALVADOR
2014;7.1;INDONESIA
2014;5.9;CHINA
2014;6.2;JAPAN
2014;5.6;CHINA
2015;6.7;JAPAN
2015;6.4;VANUATU
2015;4.6;CHINA
2015;3.4;BOSNIA-HERZEGOVINA
2015;5.2;CHINA
2015;5.4;PAKISTAN
2015;4.4;SERBIA AND MONTENEGRO
2015;4.7;CHINA
2015;7.5;PAPUA NEW GUINEA
2015;6.4;TAIWAN
2015;7.8;NEPAL
2015;5.7;JAPAN
2015;7.5;PAPUA NEW GUINEA
2015;7.3;NEPAL
2015;7.8;JAPAN
2015;6.0;MALAYSIA
2015;5.1;INDIA
2015;6.4;CHINA
2015;6.7;SOLOMON ISLANDS
2015;7.0;SOLOMON ISLANDS
2015;5.1;PAKISTAN
2015;6.9;USA
2015;7.0;INDONESIA
2015;5.9;PANAMA
2015;5.5;RWANDA
2015;8.3;CHILE
2015;6.6;INDONESIA
2015;5.8;ARGENTINA
2015;7.5;AFGHANISTAN
2015;5.3;VENEZUELA
2015;6.9;CHILE
2015;6.7;JAPAN
2015;6.5;GREECE
2015;7.6;PERU
2015;7.6;PERU
2015;7.2;TAJIKISTAN
2015;6.3;AFGHANISTAN
2016;6.7;INDIA
2016;5.5;INDONESIA
2016;7.1;USA
2016;6.3;MOROCCO
2016;6.4;TAIWAN
2016;7.8;INDONESIA
2016;6.6;AFGHANISTAN
2016;7.0;JAPAN
2016;7.8;ECUADOR
2016;7.0;VANUATU
2016;5.5;CHINA
2016;6.8;ECUADOR
2016;6.3;INDONESIA
2016;5.4;TAJIKISTAN
2016;7.7;USA TERRITORY
2016;5.9;INDONESIA
2016;7.2;NEW CALEDONIA
2016;5.4;PERU
2016;7.4;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS
2016;6.2;ITALY
2016;6.8;MYANMAR (BURMA)
2016;7.1;NEW ZEALAND
2016;5.9;TANZANIA
2016;5.3;MACEDONIA
2016;4.6;SOUTH KOREA
2016;4.8;RWANDA
2016;5.4;PAKISTAN
2016;6.2;JAPAN
2016;6.6;ITALY
2016;6.6;ITALY
2016;5.0;USA
2016;7.8;NEW ZEALAND
2016;6.9;JAPAN
2016;7.0;NICARAGUA
2016;5.4;NEPAL
2016;6.2;PERU
2016;6.5;INDONESIA
2016;7.8;SOLOMON ISLANDS
2016;6.9;SOLOMON ISLANDS
2016;7.9;PAPUA NEW GUINEA
2016;5.4;ECUADOR
2016;7.6;CHILE
